track_name,artist_name,album_name,release_date,track_id,spotify_url,mood_keywords
Nostalgic Reflections,Emily Rubye,One Thought,2023-07-28,2CX7RR0bIxRq4zbeegVYO3,https://open.spotify.com/track/2CX7RR0bIxRq4zbeegVYO3,nostalgic solemn pensive
Ambient Piano Deep Sleep,Piano Peace,"Instrumental Piano For Studying Music, Music For Reading, Focus and Concentration",2020-11-27,0WEgM06tOIqGLnkCUPTQRw,https://open.spotify.com/track/0WEgM06tOIqGLnkCUPTQRw,nostalgic solemn pensive
Nostalgic Moment,menolamp,Nostalgic Moment,2024-06-21,0MFgcCM164ZvIJlb3GB5oa,https://open.spotify.com/track/0MFgcCM164ZvIJlb3GB5oa,nostalgic solemn pensive
Ambient Guitar Sleep Music,Deep Sleep Music Collective,"Sweet Dreams: Sleep Soundly, Peacefully and All Night Long",2023-01-06,12prYVHnSnWywoGpIffLyJ,https://open.spotify.com/track/12prYVHnSnWywoGpIffLyJ,nostalgic solemn pensive
Sad Cello Strings,Melancholic Moon Period,"Sad, Melancholic Classical Cello Music (Best of Sad Cinematic Background, Emotional Dramatic Instrumental Music)",2020-06-08,6tJcXgGy92AQcGUQMduOpV,https://open.spotify.com/track/6tJcXgGy92AQcGUQMduOpV,nostalgic solemn pensive
Nostalgia,Brightsand,Nostalgia,2023-10-27,1FRXrwUeJGw2FIsHq4l1SR,https://open.spotify.com/track/1FRXrwUeJGw2FIsHq4l1SR,nostalgic solemn pensive
Melancholic Night,Kaae & Batz,Bordertown (Original Series Soundtrack),2018-10-14,6EyRisiCr1DGQo4pA1vY3N,https://open.spotify.com/track/6EyRisiCr1DGQo4pA1vY3N,nostalgic solemn pensive
Relaxing Ambient Music,Goodbye Depression,"Music For Anxiety: Relaxation Music For Depression, Stress Relief and Soothing Zen Sounds for Happiness",2021-09-01,0wb4MwyY1m64bbVT9s9D7J,https://open.spotify.com/track/0wb4MwyY1m64bbVT9s9D7J,nostalgic solemn pensive
Forbidden Land (Instrumental Piano Solo) - Sad Music Emotional Melancholic Love Song,Sad Piano Music Instrumental Collective Australia,Sad Piano Music 1: Instrumental Love Songs Sentimental Emotional Dramatic Melancholic,2016-12-19,4r0n15lKN4nrHrzH534e72,https://open.spotify.com/track/4r0n15lKN4nrHrzH534e72,nostalgic solemn pensive
Nostalgic Lofi Piano by the Seaside - 528Hz,DailySoundChannel,Lo-Fi Cafe: The Whispering of a Cybernetic Eye,2025-11-12,6hu3D1mV8EwxtDS17HlvoI,https://open.spotify.com/track/6hu3D1mV8EwxtDS17HlvoI,nostalgic solemn pensive
Melancolia,Pascal Schumacher,SOL,2020-06-05,4VEK5pQOEF1u4ZR8kYyGq2,https://open.spotify.com/track/4VEK5pQOEF1u4ZR8kYyGq2,nostalgic solemn pensive
Nostalgy,Serge de Saint Laurent,30 Romantic Melodies for Piano,2014-09-08,0hjPeOOEMwSApa1HWWxWTy,https://open.spotify.com/track/0hjPeOOEMwSApa1HWWxWTy,nostalgic solemn pensive
Melancholic Music,Piano & Violin,Relaxing Study with Ocean Waves,2022-03-03,5bv8wcN91acOx0F0KXDO2E,https://open.spotify.com/track/5bv8wcN91acOx0F0KXDO2E,nostalgic solemn pensive
Melancholic Piano,Sad Pianist,"Sad Piano Music vol 1: Songs Instrumental, Emotional, Dramatic, Love",2019-11-20,7N04jHgd5yhmrSTaKF0gVD,https://open.spotify.com/track/7N04jHgd5yhmrSTaKF0gVD,nostalgic solemn pensive
Melancholy Moods of Music,NyKuo,Quietness of Calm,2023-02-06,0Yil16pOSruofEJG6UOcn9,https://open.spotify.com/track/0Yil16pOSruofEJG6UOcn9,nostalgic solemn pensive
Nostalgia,Morninglightmusic,Seven,2019-10-25,5eTNmfxLSxBfcBOvoC21Cg,https://open.spotify.com/track/5eTNmfxLSxBfcBOvoC21Cg,nostalgic solemn pensive
Ambient Piano Sleep Music,Fall Asleep Fast Music,"Sleep: Music for Asleep, Calm All Night Rest and Relaxation",2024-06-22,5F260G5PYQV5JjmltUQu5u,https://open.spotify.com/track/5F260G5PYQV5JjmltUQu5u,nostalgic solemn pensive
Nebulae Nostalgia,Ambient Owl Music,Elysian Echoes,2023-07-03,6nzCwOnKY5zAz7mKfhDS8S,https://open.spotify.com/track/6nzCwOnKY5zAz7mKfhDS8S,nostalgic solemn pensive
Nostalgia,Akira Kosemura,Afterglow,2007-09-01,0mzsN4U00tkqhc4MDLbk7z,https://open.spotify.com/track/0mzsN4U00tkqhc4MDLbk7z,nostalgic solemn pensive
